command,mean,stddev,median,user,system,min,max
./prime.out 100,0.0006060109657593864,0.0006757470602728851,0.00029941589000000136,0.0003294132423208192,0.0006742456697952222,0,0.002791044390000002
julia prime.jl 100,0.28497573479,0.03187646968357184,0.28361773939,2.3558542300000003,3.0514817849999996,0.24859494839000001,0.36229475739
python3 prime.py 100,0.022004251239056607,0.004604323367426969,0.022090236390000004,0.017033388490566032,0.004833785283018869,0.014460470390000004,0.029629713390000006
Rscript prime.R 100,0.12746761939,0.012586259767915619,0.12246179939000001,0.09769971421052631,0.03208302710526315,0.11223140239000001,0.16026561939
